question,correct_answers,question_type
221000 × 244 =,5.3924e+07;2.6962e+05,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{1.80\times10^6}{291000}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B1.80%5Ctimes10%5E6%7D%7B291000%7D%3D?scale=1.5"" alt=""LaTeX: \frac{1.80\times10^6}{291000}="" data-equation-content=""\frac{1.80\times10^6}{291000}="" data-ignore-a11y-check=""""></mattext>",6.1856;0.030928,numerical_tolerance
2.9 x 10<sup>7</sup> × 0.00000912 =,264.48;1.3224,numerical_tolerance
1.3 x 10<sup>7</sup> × 850000 =,1.105e+13;5.525e+10,numerical_tolerance
0.054 × 4.72 =,0.25488;0.0012744,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{1.20\times10^4}{780000}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B1.20%5Ctimes10%5E4%7D%7B780000%7D%3D?scale=1.5"" alt=""LaTeX: \frac{1.20\times10^4}{780000}="" data-equation-content=""\frac{1.20\times10^4}{780000}="" data-ignore-a11y-check=""""></mattext>",0.015385;7.6923e-05,numerical_tolerance
224 × 3.47 x 10<sup>6</sup> =,7.7728e+08;3.8864e+06,numerical_tolerance
0.0018 × 4.73 x 10<sup>6</sup> =,8514;42.57,numerical_tolerance
9.26 x 10<sup>6</sup> × 5600 =,5.1856e+10;2.5928e+08,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{2.3\times10^-9}{2.22\times10^-9}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B2.3%5Ctimes10%5E-9%7D%7B2.22%5Ctimes10%5E-9%7D%3D?scale=1.5"" alt=""LaTeX: \frac{2.3\times10^-9}{2.22\times10^-9}="" data-equation-content=""\frac{2.3\times10^-9}{2.22\times10^-9}="" data-ignore-a11y-check=""""></mattext>",1.036;0.0051802,numerical_tolerance
130000 × 5.44 x 10<sup>-7</sup> =,0.07072;0.0003536,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{3330}{1.2\times10^-9}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B3330%7D%7B1.2%5Ctimes10%5E-9%7D%3D?scale=1.5"" alt=""LaTeX: \frac{3330}{1.2\times10^-9}="" data-equation-content=""\frac{3330}{1.2\times10^-9}="" data-ignore-a11y-check=""""></mattext>",2.775e+12;1.3875e+10,numerical_tolerance
0.046 × 2.0 x 10<sup>5</sup> =,9200;46,numerical_tolerance
3.0 × 3.23 x 10<sup>8</sup> =,9.69e+08;4.845e+06,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{2.9\times10^8}{2.0\times10^8}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B2.9%5Ctimes10%5E8%7D%7B2.0%5Ctimes10%5E8%7D%3D?scale=1.5"" alt=""LaTeX: \frac{2.9\times10^8}{2.0\times10^8}="" data-equation-content=""\frac{2.9\times10^8}{2.0\times10^8}="" data-ignore-a11y-check=""""></mattext>",1.45;0.00725,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{184}{0.249}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B184%7D%7B0.249%7D%3D?scale=1.5"" alt=""LaTeX: \frac{184}{0.249}="" data-equation-content=""\frac{184}{0.249}="" data-ignore-a11y-check=""""></mattext>",738.96;3.6948,numerical_tolerance
14 × 8.7 =,121.8;0.609,numerical_tolerance
110000 × 0.0000484 =,5.324;0.02662,numerical_tolerance
4700 × 276 =,1.2972e+06;6486,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{6.2\times10^6}{3.2}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B6.2%5Ctimes10%5E6%7D%7B3.2%7D%3D?scale=1.5"" alt=""LaTeX: \frac{6.2\times10^6}{3.2}="" data-equation-content=""\frac{6.2\times10^6}{3.2}="" data-ignore-a11y-check=""""></mattext>",1.9375e+06;9687.5,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{3.4\times10^-9}{2.2\times10^-9}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B3.4%5Ctimes10%5E-9%7D%7B2.2%5Ctimes10%5E-9%7D%3D?scale=1.5"" alt=""LaTeX: \frac{3.4\times10^-9}{2.2\times10^-9}="" data-equation-content=""\frac{3.4\times10^-9}{2.2\times10^-9}="" data-ignore-a11y-check=""""></mattext>",1.5455;0.0077273,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{0.013}{7.52\times10^-9}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B0.013%7D%7B7.52%5Ctimes10%5E-9%7D%3D?scale=1.5"" alt=""LaTeX: \frac{0.013}{7.52\times10^-9}="" data-equation-content=""\frac{0.013}{7.52\times10^-9}="" data-ignore-a11y-check=""""></mattext>",1.7287e+06;8643.6,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{3.0\times10^5}{4.3\times10^-9}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B3.0%5Ctimes10%5E5%7D%7B4.3%5Ctimes10%5E-9%7D%3D?scale=1.5"" alt=""LaTeX: \frac{3.0\times10^5}{4.3\times10^-9}="" data-equation-content=""\frac{3.0\times10^5}{4.3\times10^-9}="" data-ignore-a11y-check=""""></mattext>",6.9767e+13;3.4884e+11,numerical_tolerance
1.1 x 10<sup>7</sup> × 33700 =,3.707e+11;1.8535e+09,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{3.5\times10^7}{1.75\times10^-7}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B3.5%5Ctimes10%5E7%7D%7B1.75%5Ctimes10%5E-7%7D%3D?scale=1.5"" alt=""LaTeX: \frac{3.5\times10^7}{1.75\times10^-7}="" data-equation-content=""\frac{3.5\times10^7}{1.75\times10^-7}="" data-ignore-a11y-check=""""></mattext>",2e+14;1e+12,numerical_tolerance
0.00016 × 7.0 x 10<sup>4</sup> =,11.2;0.056,numerical_tolerance
23000 × 3.8 x 10<sup>8</sup> =,8.74e+12;4.37e+10,numerical_tolerance
8.0 x 10<sup>7</sup> × 1.3 x 10<sup>-9</sup> =,0.104;0.00052,numerical_tolerance
0.0000194 × 9260 =,0.17964;0.00089822,numerical_tolerance
6.1 x 10<sup>6</sup> × 3.26 x 10<sup>-8</sup> =,0.19886;0.0009943,numerical_tolerance
4.3 x 10<sup>7</sup> × 0.000572 =,24596;122.98,numerical_tolerance
849000 × 1.81 x 10<sup>6</sup> =,1.5367e+12;7.6834e+09,numerical_tolerance
2.0 x 10<sup>4</sup> × 0.0252 =,504;2.52,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{9.9\times10^7}{0.00017}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B9.9%5Ctimes10%5E7%7D%7B0.00017%7D%3D?scale=1.5"" alt=""LaTeX: \frac{9.9\times10^7}{0.00017}="" data-equation-content=""\frac{9.9\times10^7}{0.00017}="" data-ignore-a11y-check=""""></mattext>",5.8235e+11;2.9118e+09,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{34000}{0.31}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B34000%7D%7B0.31%7D%3D?scale=1.5"" alt=""LaTeX: \frac{34000}{0.31}="" data-equation-content=""\frac{34000}{0.31}="" data-ignore-a11y-check=""""></mattext>",1.0968e+05;548.39,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{5.0\times10^3}{2410}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B5.0%5Ctimes10%5E3%7D%7B2410%7D%3D?scale=1.5"" alt=""LaTeX: \frac{5.0\times10^3}{2410}="" data-equation-content=""\frac{5.0\times10^3}{2410}="" data-ignore-a11y-check=""""></mattext>",2.0747;0.010373,numerical_tolerance
5.58 x 10<sup>8</sup> × 730 =,4.0734e+11;2.0367e+09,numerical_tolerance
0.000147 × 142 =,0.020874;0.00010437,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{22}{1.57}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B22%7D%7B1.57%7D%3D?scale=1.5"" alt=""LaTeX: \frac{22}{1.57}="" data-equation-content=""\frac{22}{1.57}="" data-ignore-a11y-check=""""></mattext>",14.013;0.070064,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{285}{38.9}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B285%7D%7B38.9%7D%3D?scale=1.5"" alt=""LaTeX: \frac{285}{38.9}="" data-equation-content=""\frac{285}{38.9}="" data-ignore-a11y-check=""""></mattext>",7.3265;0.036632,numerical_tolerance
97000 × 0.00102 =,98.94;0.4947,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{1.7\times10^8}{37}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B1.7%5Ctimes10%5E8%7D%7B37%7D%3D?scale=1.5"" alt=""LaTeX: \frac{1.7\times10^8}{37}="" data-equation-content=""\frac{1.7\times10^8}{37}="" data-ignore-a11y-check=""""></mattext>",4.5946e+06;22973,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{2.37}{0.000051}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B2.37%7D%7B0.000051%7D%3D?scale=1.5"" alt=""LaTeX: \frac{2.37}{0.000051}="" data-equation-content=""\frac{2.37}{0.000051}="" data-ignore-a11y-check=""""></mattext>",46471;232.35,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{4.6\times10^-7}{1.67\times10^-8}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B4.6%5Ctimes10%5E-7%7D%7B1.67%5Ctimes10%5E-8%7D%3D?scale=1.5"" alt=""LaTeX: \frac{4.6\times10^-7}{1.67\times10^-8}="" data-equation-content=""\frac{4.6\times10^-7}{1.67\times10^-8}="" data-ignore-a11y-check=""""></mattext>",27.545;0.13772,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{0.0000075}{1.3\times10^-9}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B0.0000075%7D%7B1.3%5Ctimes10%5E-9%7D%3D?scale=1.5"" alt=""LaTeX: \frac{0.0000075}{1.3\times10^-9}="" data-equation-content=""\frac{0.0000075}{1.3\times10^-9}="" data-ignore-a11y-check=""""></mattext>",5769.2;28.846,numerical_tolerance
3.00 × 612 =,1836;9.18,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{1.2\times10^8}{2.65\times10^7}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B1.2%5Ctimes10%5E8%7D%7B2.65%5Ctimes10%5E7%7D%3D?scale=1.5"" alt=""LaTeX: \frac{1.2\times10^8}{2.65\times10^7}="" data-equation-content=""\frac{1.2\times10^8}{2.65\times10^7}="" data-ignore-a11y-check=""""></mattext>",4.5283;0.022642,numerical_tolerance
3.82 x 10<sup>-7</sup> × 322000 =,0.123;0.00061502,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{21100}{0.0000014}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B21100%7D%7B0.0000014%7D%3D?scale=1.5"" alt=""LaTeX: \frac{21100}{0.0000014}="" data-equation-content=""\frac{21100}{0.0000014}="" data-ignore-a11y-check=""""></mattext>",1.5071e+10;7.5357e+07,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{2950}{8.5\times10^-9}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B2950%7D%7B8.5%5Ctimes10%5E-9%7D%3D?scale=1.5"" alt=""LaTeX: \frac{2950}{8.5\times10^-9}="" data-equation-content=""\frac{2950}{8.5\times10^-9}="" data-ignore-a11y-check=""""></mattext>",3.4706e+11;1.7353e+09,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{3.63\times10^7}{0.000223}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B3.63%5Ctimes10%5E7%7D%7B0.000223%7D%3D?scale=1.5"" alt=""LaTeX: \frac{3.63\times10^7}{0.000223}="" data-equation-content=""\frac{3.63\times10^7}{0.000223}="" data-ignore-a11y-check=""""></mattext>",1.6278e+11;8.139e+08,numerical_tolerance
22 × 150 =,3300;16.5,numerical_tolerance
2.34 x 10<sup>6</sup> × 120000 =,2.808e+11;1.404e+09,numerical_tolerance
23900 × 0.00000219 =,0.052341;0.00026171,numerical_tolerance
513 × 64600 =,3.314e+07;1.657e+05,numerical_tolerance
18600 × 620000 =,1.1532e+10;5.766e+07,numerical_tolerance
414 × 540 =,2.2356e+05;1117.8,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{0.43}{6.5\times10^-9}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B0.43%7D%7B6.5%5Ctimes10%5E-9%7D%3D?scale=1.5"" alt=""LaTeX: \frac{0.43}{6.5\times10^-9}="" data-equation-content=""\frac{0.43}{6.5\times10^-9}="" data-ignore-a11y-check=""""></mattext>",6.6154e+07;3.3077e+05,numerical_tolerance
1.17 × 3.0 x 10<sup>8</sup> =,3.51e+08;1.755e+06,numerical_tolerance
88000 × 3.11 x 10<sup>7</sup> =,2.7368e+12;1.3684e+10,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{3300}{0.0000140}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B3300%7D%7B0.0000140%7D%3D?scale=1.5"" alt=""LaTeX: \frac{3300}{0.0000140}="" data-equation-content=""\frac{3300}{0.0000140}="" data-ignore-a11y-check=""""></mattext>",2.3571e+08;1.1786e+06,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{0.00060}{5.1\times10^-9}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B0.00060%7D%7B5.1%5Ctimes10%5E-9%7D%3D?scale=1.5"" alt=""LaTeX: \frac{0.00060}{5.1\times10^-9}="" data-equation-content=""\frac{0.00060}{5.1\times10^-9}="" data-ignore-a11y-check=""""></mattext>",1.1765e+05;588.24,numerical_tolerance
3150 × 2.0 x 10<sup>3</sup> =,6.3e+06;31500,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{204000}{0.00000986}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B204000%7D%7B0.00000986%7D%3D?scale=1.5"" alt=""LaTeX: \frac{204000}{0.00000986}="" data-equation-content=""\frac{204000}{0.00000986}="" data-ignore-a11y-check=""""></mattext>",2.069e+10;1.0345e+08,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{9.73\times10^6}{1.54}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B9.73%5Ctimes10%5E6%7D%7B1.54%7D%3D?scale=1.5"" alt=""LaTeX: \frac{9.73\times10^6}{1.54}="" data-equation-content=""\frac{9.73\times10^6}{1.54}="" data-ignore-a11y-check=""""></mattext>",6.3182e+06;31591,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{4.5}{0.0000113}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B4.5%7D%7B0.0000113%7D%3D?scale=1.5"" alt=""LaTeX: \frac{4.5}{0.0000113}="" data-equation-content=""\frac{4.5}{0.0000113}="" data-ignore-a11y-check=""""></mattext>",3.9823e+05;1991.2,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{0.0834}{1.2}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B0.0834%7D%7B1.2%7D%3D?scale=1.5"" alt=""LaTeX: \frac{0.0834}{1.2}="" data-equation-content=""\frac{0.0834}{1.2}="" data-ignore-a11y-check=""""></mattext>",0.0695;0.0003475,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{322}{480.}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B322%7D%7B480.%7D%3D?scale=1.5"" alt=""LaTeX: \frac{322}{480.}="" data-equation-content=""\frac{322}{480.}="" data-ignore-a11y-check=""""></mattext>",0.67083;0.0033542,numerical_tolerance
8.5 x 10<sup>8</sup> × 20. =,1.7e+10;8.5e+07,numerical_tolerance
0.041 × 33 =,1.353;0.006765,numerical_tolerance
2.3 x 10<sup>8</sup> × 2.07 x 10<sup>-9</sup> =,0.4761;0.0023805,numerical_tolerance
0.0012 × 30.4 =,0.03648;0.0001824,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{0.0000418}{0.000084}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B0.0000418%7D%7B0.000084%7D%3D?scale=1.5"" alt=""LaTeX: \frac{0.0000418}{0.000084}="" data-equation-content=""\frac{0.0000418}{0.000084}="" data-ignore-a11y-check=""""></mattext>",0.49762;0.0024881,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{0.0941}{0.0088}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B0.0941%7D%7B0.0088%7D%3D?scale=1.5"" alt=""LaTeX: \frac{0.0941}{0.0088}="" data-equation-content=""\frac{0.0941}{0.0088}="" data-ignore-a11y-check=""""></mattext>",10.693;0.053466,numerical_tolerance
3.1 x 10<sup>6</sup> × 201000 =,6.231e+11;3.1155e+09,numerical_tolerance
6.52 x 10<sup>8</sup> × 2.14 x 10<sup>-9</sup> =,1.3953;0.0069764,numerical_tolerance
0.0144 × 3.0 x 10<sup>8</sup> =,4.32e+06;21600,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{0.059}{0.456}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B0.059%7D%7B0.456%7D%3D?scale=1.5"" alt=""LaTeX: \frac{0.059}{0.456}="" data-equation-content=""\frac{0.059}{0.456}="" data-ignore-a11y-check=""""></mattext>",0.12939;0.00064693,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{1.64\times10^6}{395000}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B1.64%5Ctimes10%5E6%7D%7B395000%7D%3D?scale=1.5"" alt=""LaTeX: \frac{1.64\times10^6}{395000}="" data-equation-content=""\frac{1.64\times10^6}{395000}="" data-ignore-a11y-check=""""></mattext>",4.1519;0.020759,numerical_tolerance
1.09 x 10<sup>7</sup> × 0.00074 =,8066;40.33,numerical_tolerance
3.80 x 10<sup>8</sup> × 1.6 x 10<sup>8</sup> =,6.08e+16;3.04e+14,numerical_tolerance
1.0 x 10<sup>2</sup> × 299000 =,2.99e+07;1.495e+05,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{18400}{36300}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B18400%7D%7B36300%7D%3D?scale=1.5"" alt=""LaTeX: \frac{18400}{36300}="" data-equation-content=""\frac{18400}{36300}="" data-ignore-a11y-check=""""></mattext>",0.50689;0.0025344,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{4.2\times10^7}{2.2\times10^7}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B4.2%5Ctimes10%5E7%7D%7B2.2%5Ctimes10%5E7%7D%3D?scale=1.5"" alt=""LaTeX: \frac{4.2\times10^7}{2.2\times10^7}="" data-equation-content=""\frac{4.2\times10^7}{2.2\times10^7}="" data-ignore-a11y-check=""""></mattext>",1.9091;0.0095455,numerical_tolerance
270 × 240 =,64800;324,numerical_tolerance
0.0977 × 22000 =,2149.4;10.747,numerical_tolerance
2.67 x 10<sup>8</sup> × 26 =,6.942e+09;3.471e+07,numerical_tolerance
61000 × 0.120 =,7320;36.6,numerical_tolerance
3.36 × 550000 =,1.848e+06;9240,numerical_tolerance
1.36 x 10<sup>-7</sup> × 5.9 x 10<sup>8</sup> =,80.24;0.4012,numerical_tolerance
0.0000011 × 21600 =,0.02376;0.0001188,numerical_tolerance
5.48 x 10<sup>7</sup> × 1.2 x 10<sup>7</sup> =,6.576e+14;3.288e+12,numerical_tolerance
6.35 × 190 =,1206.5;6.0325,numerical_tolerance
9.4 x 10<sup>8</sup> × 36 =,3.384e+10;1.692e+08,numerical_tolerance
0.0000031 × 1.4 x 10<sup>7</sup> =,43.4;0.217,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{0.0000018}{0.00000761}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B0.0000018%7D%7B0.00000761%7D%3D?scale=1.5"" alt=""LaTeX: \frac{0.0000018}{0.00000761}="" data-equation-content=""\frac{0.0000018}{0.00000761}="" data-ignore-a11y-check=""""></mattext>",0.23653;0.0011827,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{5.45\times10^8}{190000}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B5.45%5Ctimes10%5E8%7D%7B190000%7D%3D?scale=1.5"" alt=""LaTeX: \frac{5.45\times10^8}{190000}="" data-equation-content=""\frac{5.45\times10^8}{190000}="" data-ignore-a11y-check=""""></mattext>",2868.4;14.342,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{436000}{420000}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B436000%7D%7B420000%7D%3D?scale=1.5"" alt=""LaTeX: \frac{436000}{420000}="" data-equation-content=""\frac{436000}{420000}="" data-ignore-a11y-check=""""></mattext>",1.0381;0.0051905,numerical_tolerance
5.10 x 10<sup>-7</sup> × 1.9 x 10<sup>7</sup> =,9.69;0.04845,numerical_tolerance
3.0 x 10<sup>4</sup> × 0.00012 =,3.6;0.018,numerical_tolerance
7.88 x 10<sup>6</sup> × 29.7 =,2.3404e+08;1.1702e+06,numerical_tolerance
11 × 0.0132 =,0.1452;0.000726,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{1.2\times10^7}{0.047}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B1.2%5Ctimes10%5E7%7D%7B0.047%7D%3D?scale=1.5"" alt=""LaTeX: \frac{1.2\times10^7}{0.047}="" data-equation-content=""\frac{1.2\times10^7}{0.047}="" data-ignore-a11y-check=""""></mattext>",2.5532e+08;1.2766e+06,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{0.00093}{0.000255}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B0.00093%7D%7B0.000255%7D%3D?scale=1.5"" alt=""LaTeX: \frac{0.00093}{0.000255}="" data-equation-content=""\frac{0.00093}{0.000255}="" data-ignore-a11y-check=""""></mattext>",3.6471;0.018235,numerical_tolerance
