question,correct_answers,question_type
"To find the Tl content of a solid, 2.4465 g of sample were dissolved and treated with excess iodide to precipitate <mattext texttype=""text/html""><img class=""equation_image"" title=""TlI"" src=""https://weber.instructure.com/equation_images/TlI?scale=1.5"" alt=""LaTeX: TlI"" data-equation-content=""TlI"" data-ignore-a11y-check=""""></mattext>. The precipitate was collected, washed, dried, and weighed, giving a mass of 1.4311 g. What was the mass fraction of <mattext texttype=""text/html""><img class=""equation_image"" title=""Tl^+"" src=""https://weber.instructure.com/equation_images/Tl%5E%2B?scale=1.5"" alt=""LaTeX: Tl^+"" data-equation-content=""Tl^+"" data-ignore-a11y-check=""""></mattext> in the original solid?<br>Formula mass <mattext texttype=""text/html""><img class=""equation_image"" title=""TlI"" src=""https://weber.instructure.com/equation_images/TlI?scale=1.5"" alt=""LaTeX: TlI"" data-equation-content=""TlI"" data-ignore-a11y-check=""""></mattext> = 331.28 g mol-1<br>Formula mass Tl = 204.38 g mol-1",0.36089;3.6089e-1;3.6089E-1;.36089,short_answer
"To find the Cu content of a solid, 1.0914 g of sample were dissolved and treated with excess iodide to precipitate <mattext texttype=""text/html""><img class=""equation_image"" title=""CuI"" src=""https://weber.instructure.com/equation_images/CuI?scale=1.5"" alt=""LaTeX: CuI"" data-equation-content=""CuI"" data-ignore-a11y-check=""""></mattext>. The precipitate was collected, washed, dried, and weighed, giving a mass of 2.0526 g. What was the mass fraction of <mattext texttype=""text/html""><img class=""equation_image"" title=""Cu^+"" src=""https://weber.instructure.com/equation_images/Cu%5E%2B?scale=1.5"" alt=""LaTeX: Cu^+"" data-equation-content=""Cu^+"" data-ignore-a11y-check=""""></mattext> in the original solid?<br>Formula mass <mattext texttype=""text/html""><img class=""equation_image"" title=""CuI"" src=""https://weber.instructure.com/equation_images/CuI?scale=1.5"" alt=""LaTeX: CuI"" data-equation-content=""CuI"" data-ignore-a11y-check=""""></mattext> = 190.450 g mol-1<br>Formula mass Cu = 63.546 g mol-1",0.62753;6.2753e-1;6.2753E-1;.62753,short_answer
"To find the Pb content of a solid, 1.7170 g of sample were dissolved and treated with excess iodide to precipitate <mattext texttype=""text/html""><img class=""equation_image"" title=""PbI_2"" src=""https://weber.instructure.com/equation_images/PbI_2?scale=1.5"" alt=""LaTeX: PbI_2"" data-equation-content=""PbI_2"" data-ignore-a11y-check=""""></mattext>. The precipitate was collected, washed, dried, and weighed, giving a mass of 1.7158 g. What was the mass fraction of <mattext texttype=""text/html""><img class=""equation_image"" title=""Pb^{2+}"" src=""https://weber.instructure.com/equation_images/Pb%5E%7B2%2B%7D?scale=1.5"" alt=""LaTeX: Pb^{2+}"" data-equation-content=""Pb^{2+}"" data-ignore-a11y-check=""""></mattext> in the original solid?<br>Formula mass <mattext texttype=""text/html""><img class=""equation_image"" title=""PbI_2"" src=""https://weber.instructure.com/equation_images/PbI_2?scale=1.5"" alt=""LaTeX: PbI_2"" data-equation-content=""PbI_2"" data-ignore-a11y-check=""""></mattext> = 461.0 g mol-1<br>Formula mass Pb = 207.2 g mol-1",0.4491;4.491e-1;4.491E-1;.4491,short_answer
"To find the Ag content of a solid, 3.8779 g of sample were dissolved and treated with excess chloride to precipitate <mattext texttype=""text/html""><img class=""equation_image"" title=""AgCl"" src=""https://weber.instructure.com/equation_images/AgCl?scale=1.5"" alt=""LaTeX: AgCl"" data-equation-content=""AgCl"" data-ignore-a11y-check=""""></mattext>. The precipitate was collected, washed, dried, and weighed, giving a mass of 1.6094 g. What was the mass fraction of <mattext texttype=""text/html""><img class=""equation_image"" title=""Ag^+"" src=""https://weber.instructure.com/equation_images/Ag%5E%2B?scale=1.5"" alt=""LaTeX: Ag^+"" data-equation-content=""Ag^+"" data-ignore-a11y-check=""""></mattext> in the original solid?<br>Formula mass <mattext texttype=""text/html""><img class=""equation_image"" title=""AgCl"" src=""https://weber.instructure.com/equation_images/AgCl?scale=1.5"" alt=""LaTeX: AgCl"" data-equation-content=""AgCl"" data-ignore-a11y-check=""""></mattext> = 143.32 g mol-1<br>Formula mass Ag = 107.8682 g mol-1",0.31237;3.1237e-1;3.1237E-1;.31237,short_answer
"To find the Cu content of a solid, 2.2540 g of sample were dissolved and treated with excess chloride to precipitate <mattext texttype=""text/html""><img class=""equation_image"" title=""CuCl"" src=""https://weber.instructure.com/equation_images/CuCl?scale=1.5"" alt=""LaTeX: CuCl"" data-equation-content=""CuCl"" data-ignore-a11y-check=""""></mattext>. The precipitate was collected, washed, dried, and weighed, giving a mass of 2.1782 g. What was the mass fraction of <mattext texttype=""text/html""><img class=""equation_image"" title=""Cu^+"" src=""https://weber.instructure.com/equation_images/Cu%5E%2B?scale=1.5"" alt=""LaTeX: Cu^+"" data-equation-content=""Cu^+"" data-ignore-a11y-check=""""></mattext> in the original solid?<br>Formula mass <mattext texttype=""text/html""><img class=""equation_image"" title=""CuCl"" src=""https://weber.instructure.com/equation_images/CuCl?scale=1.5"" alt=""LaTeX: CuCl"" data-equation-content=""CuCl"" data-ignore-a11y-check=""""></mattext> = 99.00 g mol-1<br>Formula mass Cu = 63.546 g mol-1",0.6203;6.203e-1;6.203E-1;.6203,short_answer
"To find the Ag content of a solid, 1.7719 g of sample were dissolved and treated with excess bromide to precipitate <mattext texttype=""text/html""><img class=""equation_image"" title=""AgBr"" src=""https://weber.instructure.com/equation_images/AgBr?scale=1.5"" alt=""LaTeX: AgBr"" data-equation-content=""AgBr"" data-ignore-a11y-check=""""></mattext>. The precipitate was collected, washed, dried, and weighed, giving a mass of 1.4926 g. What was the mass fraction of <mattext texttype=""text/html""><img class=""equation_image"" title=""Ag^+"" src=""https://weber.instructure.com/equation_images/Ag%5E%2B?scale=1.5"" alt=""LaTeX: Ag^+"" data-equation-content=""Ag^+"" data-ignore-a11y-check=""""></mattext> in the original solid?<br>Formula mass <mattext texttype=""text/html""><img class=""equation_image"" title=""AgBr"" src=""https://weber.instructure.com/equation_images/AgBr?scale=1.5"" alt=""LaTeX: AgBr"" data-equation-content=""AgBr"" data-ignore-a11y-check=""""></mattext> = 187.772 g mol-1<br>Formula mass Ag = 107.8682 g mol-1",0.48391;4.8391e-1;4.8391E-1;.48391,short_answer
"To find the Cu content of a solid, 9.1812 g of sample were dissolved and treated with excess bromide to precipitate <mattext texttype=""text/html""><img class=""equation_image"" title=""CuBr"" src=""https://weber.instructure.com/equation_images/CuBr?scale=1.5"" alt=""LaTeX: CuBr"" data-equation-content=""CuBr"" data-ignore-a11y-check=""""></mattext>. The precipitate was collected, washed, dried, and weighed, giving a mass of 2.9770 g. What was the mass fraction of <mattext texttype=""text/html""><img class=""equation_image"" title=""Cu^+"" src=""https://weber.instructure.com/equation_images/Cu%5E%2B?scale=1.5"" alt=""LaTeX: Cu^+"" data-equation-content=""Cu^+"" data-ignore-a11y-check=""""></mattext> in the original solid?<br>Formula mass <mattext texttype=""text/html""><img class=""equation_image"" title=""CuBr"" src=""https://weber.instructure.com/equation_images/CuBr?scale=1.5"" alt=""LaTeX: CuBr"" data-equation-content=""CuBr"" data-ignore-a11y-check=""""></mattext> = 143.450 g mol-1<br>Formula mass Cu = 63.546 g mol-1",0.14364;1.4364e-1;1.4364E-1;.14364,short_answer
"To find the Cu content of a solid, 0.8494 g of sample were dissolved and treated with excess iodide to precipitate <mattext texttype=""text/html""><img class=""equation_image"" title=""CuI"" src=""https://weber.instructure.com/equation_images/CuI?scale=1.5"" alt=""LaTeX: CuI"" data-equation-content=""CuI"" data-ignore-a11y-check=""""></mattext>. The precipitate was collected, washed, dried, and weighed, giving a mass of 0.5144 g. What was the mass fraction of <mattext texttype=""text/html""><img class=""equation_image"" title=""Cu^+"" src=""https://weber.instructure.com/equation_images/Cu%5E%2B?scale=1.5"" alt=""LaTeX: Cu^+"" data-equation-content=""Cu^+"" data-ignore-a11y-check=""""></mattext> in the original solid?<br>Formula mass <mattext texttype=""text/html""><img class=""equation_image"" title=""CuI"" src=""https://weber.instructure.com/equation_images/CuI?scale=1.5"" alt=""LaTeX: CuI"" data-equation-content=""CuI"" data-ignore-a11y-check=""""></mattext> = 190.450 g mol-1<br>Formula mass Cu = 63.546 g mol-1",0.2021;2.021e-1;2.021E-1;.2021,short_answer
"To find the Pb content of a solid, 1.4740 g of sample were dissolved and treated with excess iodide to precipitate <mattext texttype=""text/html""><img class=""equation_image"" title=""PbI_2"" src=""https://weber.instructure.com/equation_images/PbI_2?scale=1.5"" alt=""LaTeX: PbI_2"" data-equation-content=""PbI_2"" data-ignore-a11y-check=""""></mattext>. The precipitate was collected, washed, dried, and weighed, giving a mass of 1.9606 g. What was the mass fraction of <mattext texttype=""text/html""><img class=""equation_image"" title=""Pb^{2+}"" src=""https://weber.instructure.com/equation_images/Pb%5E%7B2%2B%7D?scale=1.5"" alt=""LaTeX: Pb^{2+}"" data-equation-content=""Pb^{2+}"" data-ignore-a11y-check=""""></mattext> in the original solid?<br>Formula mass <mattext texttype=""text/html""><img class=""equation_image"" title=""PbI_2"" src=""https://weber.instructure.com/equation_images/PbI_2?scale=1.5"" alt=""LaTeX: PbI_2"" data-equation-content=""PbI_2"" data-ignore-a11y-check=""""></mattext> = 461.0 g mol-1<br>Formula mass Pb = 207.2 g mol-1",0.5978;5.978e-1;5.978E-1;.5978,short_answer
"To find the Tl content of a solid, 6.5868 g of sample were dissolved and treated with excess bromide to precipitate <mattext texttype=""text/html""><img class=""equation_image"" title=""TlBr"" src=""https://weber.instructure.com/equation_images/TlBr?scale=1.5"" alt=""LaTeX: TlBr"" data-equation-content=""TlBr"" data-ignore-a11y-check=""""></mattext>. The precipitate was collected, washed, dried, and weighed, giving a mass of 2.0465 g. What was the mass fraction of <mattext texttype=""text/html""><img class=""equation_image"" title=""Tl^+"" src=""https://weber.instructure.com/equation_images/Tl%5E%2B?scale=1.5"" alt=""LaTeX: Tl^+"" data-equation-content=""Tl^+"" data-ignore-a11y-check=""""></mattext> in the original solid?<br>Formula mass <mattext texttype=""text/html""><img class=""equation_image"" title=""TlBr"" src=""https://weber.instructure.com/equation_images/TlBr?scale=1.5"" alt=""LaTeX: TlBr"" data-equation-content=""TlBr"" data-ignore-a11y-check=""""></mattext> = 284.28 g mol-1<br>Formula mass Tl = 204.38 g mol-1",0.22337;2.2337e-1;2.2337E-1;.22337,short_answer
"To find the Ag content of a solid, 1.6280 g of sample were dissolved and treated with excess iodide to precipitate <mattext texttype=""text/html""><img class=""equation_image"" title=""AgI"" src=""https://weber.instructure.com/equation_images/AgI?scale=1.5"" alt=""LaTeX: AgI"" data-equation-content=""AgI"" data-ignore-a11y-check=""""></mattext>. The precipitate was collected, washed, dried, and weighed, giving a mass of 0.8205 g. What was the mass fraction of <mattext texttype=""text/html""><img class=""equation_image"" title=""Ag^+"" src=""https://weber.instructure.com/equation_images/Ag%5E%2B?scale=1.5"" alt=""LaTeX: Ag^+"" data-equation-content=""Ag^+"" data-ignore-a11y-check=""""></mattext> in the original solid?<br>Formula mass <mattext texttype=""text/html""><img class=""equation_image"" title=""AgI"" src=""https://weber.instructure.com/equation_images/AgI?scale=1.5"" alt=""LaTeX: AgI"" data-equation-content=""AgI"" data-ignore-a11y-check=""""></mattext> = 234.7727 g mol-1<br>Formula mass Ag = 107.8682 g mol-1",0.2316;2.316e-1;2.316E-1;.2316,short_answer
"To find the Cu content of a solid, 0.7124 g of sample were dissolved and treated with excess bromide to precipitate <mattext texttype=""text/html""><img class=""equation_image"" title=""CuBr"" src=""https://weber.instructure.com/equation_images/CuBr?scale=1.5"" alt=""LaTeX: CuBr"" data-equation-content=""CuBr"" data-ignore-a11y-check=""""></mattext>. The precipitate was collected, washed, dried, and weighed, giving a mass of 0.6892 g. What was the mass fraction of <mattext texttype=""text/html""><img class=""equation_image"" title=""Cu^+"" src=""https://weber.instructure.com/equation_images/Cu%5E%2B?scale=1.5"" alt=""LaTeX: Cu^+"" data-equation-content=""Cu^+"" data-ignore-a11y-check=""""></mattext> in the original solid?<br>Formula mass <mattext texttype=""text/html""><img class=""equation_image"" title=""CuBr"" src=""https://weber.instructure.com/equation_images/CuBr?scale=1.5"" alt=""LaTeX: CuBr"" data-equation-content=""CuBr"" data-ignore-a11y-check=""""></mattext> = 143.450 g mol-1<br>Formula mass Cu = 63.546 g mol-1",0.4286;4.286e-1;4.286E-1;.4286,short_answer
"To find the Tl content of a solid, 1.9413 g of sample were dissolved and treated with excess iodide to precipitate <mattext texttype=""text/html""><img class=""equation_image"" title=""TlI"" src=""https://weber.instructure.com/equation_images/TlI?scale=1.5"" alt=""LaTeX: TlI"" data-equation-content=""TlI"" data-ignore-a11y-check=""""></mattext>. The precipitate was collected, washed, dried, and weighed, giving a mass of 1.3308 g. What was the mass fraction of <mattext texttype=""text/html""><img class=""equation_image"" title=""Tl^+"" src=""https://weber.instructure.com/equation_images/Tl%5E%2B?scale=1.5"" alt=""LaTeX: Tl^+"" data-equation-content=""Tl^+"" data-ignore-a11y-check=""""></mattext> in the original solid?<br>Formula mass <mattext texttype=""text/html""><img class=""equation_image"" title=""TlI"" src=""https://weber.instructure.com/equation_images/TlI?scale=1.5"" alt=""LaTeX: TlI"" data-equation-content=""TlI"" data-ignore-a11y-check=""""></mattext> = 331.28 g mol-1<br>Formula mass Tl = 204.38 g mol-1",0.42292;4.2292e-1;4.2292E-1;.42292,short_answer
"To find the Ag content of a solid, 0.6228 g of sample were dissolved and treated with excess bromide to precipitate <mattext texttype=""text/html""><img class=""equation_image"" title=""AgBr"" src=""https://weber.instructure.com/equation_images/AgBr?scale=1.5"" alt=""LaTeX: AgBr"" data-equation-content=""AgBr"" data-ignore-a11y-check=""""></mattext>. The precipitate was collected, washed, dried, and weighed, giving a mass of 0.5624 g. What was the mass fraction of <mattext texttype=""text/html""><img class=""equation_image"" title=""Ag^+"" src=""https://weber.instructure.com/equation_images/Ag%5E%2B?scale=1.5"" alt=""LaTeX: Ag^+"" data-equation-content=""Ag^+"" data-ignore-a11y-check=""""></mattext> in the original solid?<br>Formula mass <mattext texttype=""text/html""><img class=""equation_image"" title=""AgBr"" src=""https://weber.instructure.com/equation_images/AgBr?scale=1.5"" alt=""LaTeX: AgBr"" data-equation-content=""AgBr"" data-ignore-a11y-check=""""></mattext> = 187.772 g mol-1<br>Formula mass Ag = 107.8682 g mol-1",0.5188;5.188e-1;5.188E-1;.5188,short_answer
"To find the Cu content of a solid, 1.5455 g of sample were dissolved and treated with excess bromide to precipitate <mattext texttype=""text/html""><img class=""equation_image"" title=""CuBr"" src=""https://weber.instructure.com/equation_images/CuBr?scale=1.5"" alt=""LaTeX: CuBr"" data-equation-content=""CuBr"" data-ignore-a11y-check=""""></mattext>. The precipitate was collected, washed, dried, and weighed, giving a mass of 1.5166 g. What was the mass fraction of <mattext texttype=""text/html""><img class=""equation_image"" title=""Cu^+"" src=""https://weber.instructure.com/equation_images/Cu%5E%2B?scale=1.5"" alt=""LaTeX: Cu^+"" data-equation-content=""Cu^+"" data-ignore-a11y-check=""""></mattext> in the original solid?<br>Formula mass <mattext texttype=""text/html""><img class=""equation_image"" title=""CuBr"" src=""https://weber.instructure.com/equation_images/CuBr?scale=1.5"" alt=""LaTeX: CuBr"" data-equation-content=""CuBr"" data-ignore-a11y-check=""""></mattext> = 143.450 g mol-1<br>Formula mass Cu = 63.546 g mol-1",0.43469;4.3469e-1;4.3469E-1;.43469,short_answer
"To find the Pb content of a solid, 1.2970 g of sample were dissolved and treated with excess bromide to precipitate <mattext texttype=""text/html""><img class=""equation_image"" title=""PbBr_2"" src=""https://weber.instructure.com/equation_images/PbBr_2?scale=1.5"" alt=""LaTeX: PbBr_2"" data-equation-content=""PbBr_2"" data-ignore-a11y-check=""""></mattext>. The precipitate was collected, washed, dried, and weighed, giving a mass of 1.2072 g. What was the mass fraction of <mattext texttype=""text/html""><img class=""equation_image"" title=""Pb^{2+}"" src=""https://weber.instructure.com/equation_images/Pb%5E%7B2%2B%7D?scale=1.5"" alt=""LaTeX: Pb^{2+}"" data-equation-content=""Pb^{2+}"" data-ignore-a11y-check=""""></mattext> in the original solid?<br>Formula mass <mattext texttype=""text/html""><img class=""equation_image"" title=""PbBr_2"" src=""https://weber.instructure.com/equation_images/PbBr_2?scale=1.5"" alt=""LaTeX: PbBr_2"" data-equation-content=""PbBr_2"" data-ignore-a11y-check=""""></mattext> = 367.0 g mol-1<br>Formula mass Pb = 207.2 g mol-1",0.5255;5.255e-1;5.255E-1;.5255,short_answer
