question,correct_answers,question_type
"Calculate the number of moles of F- formed by flowing a current of 8.539 A into a solution for 20. minutes.<br><mattext texttype=""text/html""><img class=""equation_image"" title=""4e^{-}+F_{2}O(g)+2H^{+}\leftrightarrows{}2F^{-}+H_{2}O"" src=""https://weber.instructure.com/equation_images/4e%5E%7B-%7D%2BF_%7B2%7DO%28g%29%2B2H%5E%7B%2B%7D%5Cleftrightarrows%7B%7D2F%5E%7B-%7D%2BH_%7B2%7DO?scale=1.5"" alt=""LaTeX: 4e^{-}+F_{2}O(g)+2H^{+}\leftrightarrows{}2F^{-}+H_{2}O"" data-equation-content=""4e^{-}+F_{2}O(g)+2H^{+}\leftrightarrows{}2F^{-}+H_{2}O"" data-ignore-a11y-check=""""></mattext>",0.053;5.3e-2;5.3E-2;.053;0.05;5e-2;5E-2;.05;0.0531;5.31e-2;5.31E-2;.0531,short_answer
"Calculate the number of moles of As formed by flowing a current of 2.780 A into a solution for 8.35 minutes.<br><mattext texttype=""text/html""><img class=""equation_image"" title=""3e^{-}+H_{3}AsO_{3}+3H^{+}\leftrightarrows{}As(s)+3H_{2}O"" src=""https://weber.instructure.com/equation_images/3e%5E%7B-%7D%2BH_%7B3%7DAsO_%7B3%7D%2B3H%5E%7B%2B%7D%5Cleftrightarrows%7B%7DAs%28s%29%2B3H_%7B2%7DO?scale=1.5"" alt=""LaTeX: 3e^{-}+H_{3}AsO_{3}+3H^{+}\leftrightarrows{}As(s)+3H_{2}O"" data-equation-content=""3e^{-}+H_{3}AsO_{3}+3H^{+}\leftrightarrows{}As(s)+3H_{2}O"" data-ignore-a11y-check=""""></mattext>",0.00481;4.81e-3;4.81E-3;.00481;0.0048;4.8e-3;4.8E-3;.0048;0.004812;4.812e-3;4.812E-3;.004812,short_answer
"Calculate the number of moles of Be formed by flowing a current of 7.7 A into a solution for 25 minutes.<br><mattext texttype=""text/html""><img class=""equation_image"" title=""2e^{-}+Be^{2+}\leftrightarrows{}Be(s)"" src=""https://weber.instructure.com/equation_images/2e%5E%7B-%7D%2BBe%5E%7B2%2B%7D%5Cleftrightarrows%7B%7DBe%28s%29?scale=1.5"" alt=""LaTeX: 2e^{-}+Be^{2+}\leftrightarrows{}Be(s)"" data-equation-content=""2e^{-}+Be^{2+}\leftrightarrows{}Be(s)"" data-ignore-a11y-check=""""></mattext>",0.060;6.0e-2;6.0E-2;.060;0.06;6e-2;6E-2;.06;0.0599;5.99e-2;5.99E-2;.0599,short_answer
"Calculate the number of moles of I- formed by flowing a current of 7.3 A into a solution for 9.5 minutes.<br><mattext texttype=""text/html""><img class=""equation_image"" title=""6e^{-}+IO_{3}^{-}+3H_{2}O\leftrightarrows{}I^{-}+6OH^{-}"" src=""https://weber.instructure.com/equation_images/6e%5E%7B-%7D%2BIO_%7B3%7D%5E%7B-%7D%2B3H_%7B2%7DO%5Cleftrightarrows%7B%7DI%5E%7B-%7D%2B6OH%5E%7B-%7D?scale=1.5"" alt=""LaTeX: 6e^{-}+IO_{3}^{-}+3H_{2}O\leftrightarrows{}I^{-}+6OH^{-}"" data-equation-content=""6e^{-}+IO_{3}^{-}+3H_{2}O\leftrightarrows{}I^{-}+6OH^{-}"" data-ignore-a11y-check=""""></mattext>",0.0072;7.2e-3;7.2E-3;.0072;0.007;7e-3;7E-3;.007;0.00719;7.19e-3;7.19E-3;.00719,short_answer
"Calculate the number of moles of Br- formed by flowing a current of 7.18 A into a solution for 1.89 minutes.<br><mattext texttype=""text/html""><img class=""equation_image"" title=""2e^{-}+BrO^{-}+H_{2}O\leftrightarrows{}Br^{-}+2OH^{-}"" src=""https://weber.instructure.com/equation_images/2e%5E%7B-%7D%2BBrO%5E%7B-%7D%2BH_%7B2%7DO%5Cleftrightarrows%7B%7DBr%5E%7B-%7D%2B2OH%5E%7B-%7D?scale=1.5"" alt=""LaTeX: 2e^{-}+BrO^{-}+H_{2}O\leftrightarrows{}Br^{-}+2OH^{-}"" data-equation-content=""2e^{-}+BrO^{-}+H_{2}O\leftrightarrows{}Br^{-}+2OH^{-}"" data-ignore-a11y-check=""""></mattext>",0.00422;4.22e-3;4.22E-3;.00422;0.0042;4.2e-3;4.2E-3;.0042;0.004219;4.219e-3;4.219E-3;.004219,short_answer
"Calculate the number of moles of Fe formed by flowing a current of 8.9 A into a solution for 16.3 minutes.<br><mattext texttype=""text/html""><img class=""equation_image"" title=""2e^{-}+FeOH^{+}+H^{+}\leftrightarrows{}Fe(s)+H_{2}O"" src=""https://weber.instructure.com/equation_images/2e%5E%7B-%7D%2BFeOH%5E%7B%2B%7D%2BH%5E%7B%2B%7D%5Cleftrightarrows%7B%7DFe%28s%29%2BH_%7B2%7DO?scale=1.5"" alt=""LaTeX: 2e^{-}+FeOH^{+}+H^{+}\leftrightarrows{}Fe(s)+H_{2}O"" data-equation-content=""2e^{-}+FeOH^{+}+H^{+}\leftrightarrows{}Fe(s)+H_{2}O"" data-ignore-a11y-check=""""></mattext>",0.045;4.5e-2;4.5E-2;.045;0.05;5e-2;5E-2;.05;0.0451;4.51e-2;4.51E-2;.0451,short_answer
"Calculate the number of moles of Mn++ formed by flowing a current of 5.56 A into a solution for 7.40 minutes.<br><mattext texttype=""text/html""><img class=""equation_image"" title=""2e^{-}+Mn_{2}O_{3}(s)+6H^{+}\leftrightarrows{}2Mn^{2+}+3H_{2}O"" src=""https://weber.instructure.com/equation_images/2e%5E%7B-%7D%2BMn_%7B2%7DO_%7B3%7D%28s%29%2B6H%5E%7B%2B%7D%5Cleftrightarrows%7B%7D2Mn%5E%7B2%2B%7D%2B3H_%7B2%7DO?scale=1.5"" alt=""LaTeX: 2e^{-}+Mn_{2}O_{3}(s)+6H^{+}\leftrightarrows{}2Mn^{2+}+3H_{2}O"" data-equation-content=""2e^{-}+Mn_{2}O_{3}(s)+6H^{+}\leftrightarrows{}2Mn^{2+}+3H_{2}O"" data-ignore-a11y-check=""""></mattext>",0.0256;2.56e-2;2.56E-2;.0256;0.026;2.6e-2;2.6E-2;.026;0.02559;2.559e-2;2.559E-2;.02559,short_answer
"Calculate the number of moles of Ca formed by flowing a current of 2.8 A into a solution for 20. minutes.<br><mattext texttype=""text/html""><img class=""equation_image"" title=""2e^{-}+Ca^{2+}\leftrightarrows{}Ca(s)"" src=""https://weber.instructure.com/equation_images/2e%5E%7B-%7D%2BCa%5E%7B2%2B%7D%5Cleftrightarrows%7B%7DCa%28s%29?scale=1.5"" alt=""LaTeX: 2e^{-}+Ca^{2+}\leftrightarrows{}Ca(s)"" data-equation-content=""2e^{-}+Ca^{2+}\leftrightarrows{}Ca(s)"" data-ignore-a11y-check=""""></mattext>",0.017;1.7e-2;1.7E-2;.017;0.02;2e-2;2E-2;.02;0.0174;1.74e-2;1.74E-2;.0174,short_answer
"Calculate the number of moles of IO3- formed by flowing a current of 1.6 A into a solution for 16.6 minutes.<br><mattext texttype=""text/html""><img class=""equation_image"" title=""2e^{-}+IO_{4}^{-}+2H^{+}\leftrightarrows{}IO_{3}^{-}+H_{2}O"" src=""https://weber.instructure.com/equation_images/2e%5E%7B-%7D%2BIO_%7B4%7D%5E%7B-%7D%2B2H%5E%7B%2B%7D%5Cleftrightarrows%7B%7DIO_%7B3%7D%5E%7B-%7D%2BH_%7B2%7DO?scale=1.5"" alt=""LaTeX: 2e^{-}+IO_{4}^{-}+2H^{+}\leftrightarrows{}IO_{3}^{-}+H_{2}O"" data-equation-content=""2e^{-}+IO_{4}^{-}+2H^{+}\leftrightarrows{}IO_{3}^{-}+H_{2}O"" data-ignore-a11y-check=""""></mattext>",0.0083;8.3e-3;8.3E-3;.0083;0.008;8e-3;8E-3;.008;0.00826;8.26e-3;8.26E-3;.00826,short_answer
"Calculate the number of moles of Be formed by flowing a current of 7.3 A into a solution for 29 minutes.<br><mattext texttype=""text/html""><img class=""equation_image"" title=""2e^{-}+Be^{2+}\leftrightarrows{}Be(s)"" src=""https://weber.instructure.com/equation_images/2e%5E%7B-%7D%2BBe%5E%7B2%2B%7D%5Cleftrightarrows%7B%7DBe%28s%29?scale=1.5"" alt=""LaTeX: 2e^{-}+Be^{2+}\leftrightarrows{}Be(s)"" data-equation-content=""2e^{-}+Be^{2+}\leftrightarrows{}Be(s)"" data-ignore-a11y-check=""""></mattext>",0.066;6.6e-2;6.6E-2;.066;0.07;7e-2;7E-2;.07;0.0658;6.58e-2;6.58E-2;.0658,short_answer
"Calculate the number of moles of Cr++ formed by flowing a current of 9.117 A into a solution for 29.7 minutes.<br><mattext texttype=""text/html""><img class=""equation_image"" title=""e^{-}+Cr^{3+}\leftrightarrows{}Cr^{2+}"" src=""https://weber.instructure.com/equation_images/e%5E%7B-%7D%2BCr%5E%7B3%2B%7D%5Cleftrightarrows%7B%7DCr%5E%7B2%2B%7D?scale=1.5"" alt=""LaTeX: e^{-}+Cr^{3+}\leftrightarrows{}Cr^{2+}"" data-equation-content=""e^{-}+Cr^{3+}\leftrightarrows{}Cr^{2+}"" data-ignore-a11y-check=""""></mattext>",0.168;1.68e-1;1.68E-1;.168;0.17;1.7e-1;1.7E-1;.17;0.1684;1.684e-1;1.684E-1;.1684,short_answer
"Calculate the number of moles of Ni formed by flowing a current of 5.51 A into a solution for 14 minutes.<br><mattext texttype=""text/html""><img class=""equation_image"" title=""2e^{-}+Ni(OH)_{2}(s)\leftrightarrows{}Ni(s)+2OH^{-}"" src=""https://weber.instructure.com/equation_images/2e%5E%7B-%7D%2BNi%28OH%29_%7B2%7D%28s%29%5Cleftrightarrows%7B%7DNi%28s%29%2B2OH%5E%7B-%7D?scale=1.5"" alt=""LaTeX: 2e^{-}+Ni(OH)_{2}(s)\leftrightarrows{}Ni(s)+2OH^{-}"" data-equation-content=""2e^{-}+Ni(OH)_{2}(s)\leftrightarrows{}Ni(s)+2OH^{-}"" data-ignore-a11y-check=""""></mattext>",0.024;2.4e-2;2.4E-2;.024;0.02;2e-2;2E-2;.02;0.0240;2.40e-2;2.40E-2;.0240,short_answer
"Calculate the number of moles of F- formed by flowing a current of 9.087 A into a solution for 27 minutes.<br><mattext texttype=""text/html""><img class=""equation_image"" title=""4e^{-}+F_{2}O(g)+2H^{+}\leftrightarrows{}2F^{-}+H_{2}O"" src=""https://weber.instructure.com/equation_images/4e%5E%7B-%7D%2BF_%7B2%7DO%28g%29%2B2H%5E%7B%2B%7D%5Cleftrightarrows%7B%7D2F%5E%7B-%7D%2BH_%7B2%7DO?scale=1.5"" alt=""LaTeX: 4e^{-}+F_{2}O(g)+2H^{+}\leftrightarrows{}2F^{-}+H_{2}O"" data-equation-content=""4e^{-}+F_{2}O(g)+2H^{+}\leftrightarrows{}2F^{-}+H_{2}O"" data-ignore-a11y-check=""""></mattext>",0.076;7.6e-2;7.6E-2;.076;0.08;8e-2;8E-2;.08;0.0763;7.63e-2;7.63E-2;.0763,short_answer
"Calculate the number of moles of Co formed by flowing a current of 9.100 A into a solution for 4.65 minutes.<br><mattext texttype=""text/html""><img class=""equation_image"" title=""2e^{-}+CoOH^{+}+H^{+}\leftrightarrows{}Co(s)+H_{2}O"" src=""https://weber.instructure.com/equation_images/2e%5E%7B-%7D%2BCoOH%5E%7B%2B%7D%2BH%5E%7B%2B%7D%5Cleftrightarrows%7B%7DCo%28s%29%2BH_%7B2%7DO?scale=1.5"" alt=""LaTeX: 2e^{-}+CoOH^{+}+H^{+}\leftrightarrows{}Co(s)+H_{2}O"" data-equation-content=""2e^{-}+CoOH^{+}+H^{+}\leftrightarrows{}Co(s)+H_{2}O"" data-ignore-a11y-check=""""></mattext>",0.0132;1.32e-2;1.32E-2;.0132;0.013;1.3e-2;1.3E-2;.013;0.01316;1.316e-2;1.316E-2;.01316,short_answer
"Calculate the number of moles of Cr++ formed by flowing a current of 2.54 A into a solution for 24 minutes.<br><mattext texttype=""text/html""><img class=""equation_image"" title=""e^{-}+Cr^{3+}\leftrightarrows{}Cr^{2+}"" src=""https://weber.instructure.com/equation_images/e%5E%7B-%7D%2BCr%5E%7B3%2B%7D%5Cleftrightarrows%7B%7DCr%5E%7B2%2B%7D?scale=1.5"" alt=""LaTeX: e^{-}+Cr^{3+}\leftrightarrows{}Cr^{2+}"" data-equation-content=""e^{-}+Cr^{3+}\leftrightarrows{}Cr^{2+}"" data-ignore-a11y-check=""""></mattext>",0.038;3.8e-2;3.8E-2;.038;0.04;4e-2;4E-2;.04;0.0379;3.79e-2;3.79E-2;.0379,short_answer
"Calculate the number of moles of PbO formed by flowing a current of 7.0 A into a solution for 4.17 minutes.<br><mattext texttype=""text/html""><img class=""equation_image"" title=""2e^{-}+Pb_{3}O_{4}(s)+H_{2}O\leftrightarrows{}3PbO(s)+2OH^{-}"" src=""https://weber.instructure.com/equation_images/2e%5E%7B-%7D%2BPb_%7B3%7DO_%7B4%7D%28s%29%2BH_%7B2%7DO%5Cleftrightarrows%7B%7D3PbO%28s%29%2B2OH%5E%7B-%7D?scale=1.5"" alt=""LaTeX: 2e^{-}+Pb_{3}O_{4}(s)+H_{2}O\leftrightarrows{}3PbO(s)+2OH^{-}"" data-equation-content=""2e^{-}+Pb_{3}O_{4}(s)+H_{2}O\leftrightarrows{}3PbO(s)+2OH^{-}"" data-ignore-a11y-check=""""></mattext>",0.027;2.7e-2;2.7E-2;.027;0.03;3e-2;3E-2;.03;0.0272;2.72e-2;2.72E-2;.0272,short_answer
"Calculate the number of moles of B formed by flowing a current of 1.722 A into a solution for 15.5 minutes.<br><mattext texttype=""text/html""><img class=""equation_image"" title=""12e^{-}+B_{4}O_{7}^{2-}+14H^{+}\leftrightarrows{}4B(s)+7H_{2}O"" src=""https://weber.instructure.com/equation_images/12e%5E%7B-%7D%2BB_%7B4%7DO_%7B7%7D%5E%7B2-%7D%2B14H%5E%7B%2B%7D%5Cleftrightarrows%7B%7D4B%28s%29%2B7H_%7B2%7DO?scale=1.5"" alt=""LaTeX: 12e^{-}+B_{4}O_{7}^{2-}+14H^{+}\leftrightarrows{}4B(s)+7H_{2}O"" data-equation-content=""12e^{-}+B_{4}O_{7}^{2-}+14H^{+}\leftrightarrows{}4B(s)+7H_{2}O"" data-ignore-a11y-check=""""></mattext>",0.00553;5.53e-3;5.53E-3;.00553;0.0055;5.5e-3;5.5E-3;.0055;0.005533;5.533e-3;5.533E-3;.005533,short_answer
"Calculate the number of moles of Ni formed by flowing a current of 8.64 A into a solution for 19 minutes.<br><mattext texttype=""text/html""><img class=""equation_image"" title=""2e^{-}+Ni(OH)_{2}(s)\leftrightarrows{}Ni(s)+2OH^{-}"" src=""https://weber.instructure.com/equation_images/2e%5E%7B-%7D%2BNi%28OH%29_%7B2%7D%28s%29%5Cleftrightarrows%7B%7DNi%28s%29%2B2OH%5E%7B-%7D?scale=1.5"" alt=""LaTeX: 2e^{-}+Ni(OH)_{2}(s)\leftrightarrows{}Ni(s)+2OH^{-}"" data-equation-content=""2e^{-}+Ni(OH)_{2}(s)\leftrightarrows{}Ni(s)+2OH^{-}"" data-ignore-a11y-check=""""></mattext>",0.051;5.1e-2;5.1E-2;.051;0.05;5e-2;5E-2;.05;0.0510;5.10e-2;5.10E-2;.0510,short_answer
"Calculate the number of moles of Al formed by flowing a current of 4.8 A into a solution for 6.5 minutes.<br><mattext texttype=""text/html""><img class=""equation_image"" title=""3e^{-}+Al(OH)_{4}^{-}\leftrightarrows{}Al(s)+4OH^{-}"" src=""https://weber.instructure.com/equation_images/3e%5E%7B-%7D%2BAl%28OH%29_%7B4%7D%5E%7B-%7D%5Cleftrightarrows%7B%7DAl%28s%29%2B4OH%5E%7B-%7D?scale=1.5"" alt=""LaTeX: 3e^{-}+Al(OH)_{4}^{-}\leftrightarrows{}Al(s)+4OH^{-}"" data-equation-content=""3e^{-}+Al(OH)_{4}^{-}\leftrightarrows{}Al(s)+4OH^{-}"" data-ignore-a11y-check=""""></mattext>",0.0065;6.5e-3;6.5E-3;.0065;0.006;6e-3;6E-3;.006;0.00647;6.47e-3;6.47E-3;.00647,short_answer
"Calculate the number of moles of HClO2 formed by flowing a current of 1.523 A into a solution for 8.70 minutes.<br><mattext texttype=""text/html""><img class=""equation_image"" title=""2e^{-}+ClO_{3}^{-}+3H^{+}\leftrightarrows{}HClO_{2}+H_{2}O"" src=""https://weber.instructure.com/equation_images/2e%5E%7B-%7D%2BClO_%7B3%7D%5E%7B-%7D%2B3H%5E%7B%2B%7D%5Cleftrightarrows%7B%7DHClO_%7B2%7D%2BH_%7B2%7DO?scale=1.5"" alt=""LaTeX: 2e^{-}+ClO_{3}^{-}+3H^{+}\leftrightarrows{}HClO_{2}+H_{2}O"" data-equation-content=""2e^{-}+ClO_{3}^{-}+3H^{+}\leftrightarrows{}HClO_{2}+H_{2}O"" data-ignore-a11y-check=""""></mattext>",0.00412;4.12e-3;4.12E-3;.00412;0.0041;4.1e-3;4.1E-3;.0041;0.004120;4.120e-3;4.120E-3;.004120,short_answer
"Calculate the number of moles of Ni formed by flowing a current of 9.83 A into a solution for 20. minutes.<br><mattext texttype=""text/html""><img class=""equation_image"" title=""2e^{-}+Ni(OH)_{2}(s)\leftrightarrows{}Ni(s)+2OH^{-}"" src=""https://weber.instructure.com/equation_images/2e%5E%7B-%7D%2BNi%28OH%29_%7B2%7D%28s%29%5Cleftrightarrows%7B%7DNi%28s%29%2B2OH%5E%7B-%7D?scale=1.5"" alt=""LaTeX: 2e^{-}+Ni(OH)_{2}(s)\leftrightarrows{}Ni(s)+2OH^{-}"" data-equation-content=""2e^{-}+Ni(OH)_{2}(s)\leftrightarrows{}Ni(s)+2OH^{-}"" data-ignore-a11y-check=""""></mattext>",0.061;6.1e-2;6.1E-2;.061;0.06;6e-2;6E-2;.06;0.0611;6.11e-2;6.11E-2;.0611,short_answer
"Calculate the number of moles of HOI formed by flowing a current of 6.88 A into a solution for 22.8 minutes.<br><mattext texttype=""text/html""><img class=""equation_image"" title=""4e^{-}+IO_{3}^{-}+5H^{+}\leftrightarrows{}HOI+2H_{2}O"" src=""https://weber.instructure.com/equation_images/4e%5E%7B-%7D%2BIO_%7B3%7D%5E%7B-%7D%2B5H%5E%7B%2B%7D%5Cleftrightarrows%7B%7DHOI%2B2H_%7B2%7DO?scale=1.5"" alt=""LaTeX: 4e^{-}+IO_{3}^{-}+5H^{+}\leftrightarrows{}HOI+2H_{2}O"" data-equation-content=""4e^{-}+IO_{3}^{-}+5H^{+}\leftrightarrows{}HOI+2H_{2}O"" data-ignore-a11y-check=""""></mattext>",0.0244;2.44e-2;2.44E-2;.0244;0.024;2.4e-2;2.4E-2;.024;0.02439;2.439e-2;2.439E-2;.02439,short_answer
"Calculate the number of moles of Cr++ formed by flowing a current of 0.7710 A into a solution for 7.7 minutes.<br><mattext texttype=""text/html""><img class=""equation_image"" title=""e^{-}+Cr^{3+}\leftrightarrows{}Cr^{2+}"" src=""https://weber.instructure.com/equation_images/e%5E%7B-%7D%2BCr%5E%7B3%2B%7D%5Cleftrightarrows%7B%7DCr%5E%7B2%2B%7D?scale=1.5"" alt=""LaTeX: e^{-}+Cr^{3+}\leftrightarrows{}Cr^{2+}"" data-equation-content=""e^{-}+Cr^{3+}\leftrightarrows{}Cr^{2+}"" data-ignore-a11y-check=""""></mattext>",0.0037;3.7e-3;3.7E-3;.0037;0.004;4e-3;4E-3;.004;0.00369;3.69e-3;3.69E-3;.00369,short_answer
"Calculate the number of moles of SbH3 formed by flowing a current of 6.8 A into a solution for 3.85 minutes.<br><mattext texttype=""text/html""><img class=""equation_image"" title=""3e^{-}+Sb(s)+3H^{+}\leftrightarrows{}SbH_{3}(g)"" src=""https://weber.instructure.com/equation_images/3e%5E%7B-%7D%2BSb%28s%29%2B3H%5E%7B%2B%7D%5Cleftrightarrows%7B%7DSbH_%7B3%7D%28g%29?scale=1.5"" alt=""LaTeX: 3e^{-}+Sb(s)+3H^{+}\leftrightarrows{}SbH_{3}(g)"" data-equation-content=""3e^{-}+Sb(s)+3H^{+}\leftrightarrows{}SbH_{3}(g)"" data-ignore-a11y-check=""""></mattext>",0.0054;5.4e-3;5.4E-3;.0054;0.005;5e-3;5E-3;.005;0.00543;5.43e-3;5.43E-3;.00543,short_answer
"Calculate the number of moles of ClO2 formed by flowing a current of 7.345 A into a solution for 2.43 minutes.<br><mattext texttype=""text/html""><img class=""equation_image"" title=""e^{-}+ClO_{3}^{-}+2H^{+}\leftrightarrows{}ClO_{2}+H_{2}O"" src=""https://weber.instructure.com/equation_images/e%5E%7B-%7D%2BClO_%7B3%7D%5E%7B-%7D%2B2H%5E%7B%2B%7D%5Cleftrightarrows%7B%7DClO_%7B2%7D%2BH_%7B2%7DO?scale=1.5"" alt=""LaTeX: e^{-}+ClO_{3}^{-}+2H^{+}\leftrightarrows{}ClO_{2}+H_{2}O"" data-equation-content=""e^{-}+ClO_{3}^{-}+2H^{+}\leftrightarrows{}ClO_{2}+H_{2}O"" data-ignore-a11y-check=""""></mattext>",0.0111;1.11e-2;1.11E-2;.0111;0.011;1.1e-2;1.1E-2;.011;0.01110;1.110e-2;1.110E-2;.01110,short_answer
"Calculate the number of moles of Br- formed by flowing a current of 0.36 A into a solution for 1.58 minutes.<br><mattext texttype=""text/html""><img class=""equation_image"" title=""2e^{-}+Br_{3}^{-}\leftrightarrows{}3Br^{-}"" src=""https://weber.instructure.com/equation_images/2e%5E%7B-%7D%2BBr_%7B3%7D%5E%7B-%7D%5Cleftrightarrows%7B%7D3Br%5E%7B-%7D?scale=1.5"" alt=""LaTeX: 2e^{-}+Br_{3}^{-}\leftrightarrows{}3Br^{-}"" data-equation-content=""2e^{-}+Br_{3}^{-}\leftrightarrows{}3Br^{-}"" data-ignore-a11y-check=""""></mattext>",0.00053;5.3e-4;5.3E-4;.00053;0.0005;5e-4;5E-4;.0005;0.000531;5.31e-4;5.31E-4;.000531,short_answer
"Calculate the number of moles of MnO2 formed by flowing a current of 7.931 A into a solution for 12.6 minutes.<br><mattext texttype=""text/html""><img class=""equation_image"" title=""3e^{-}+MnO_{4}^{-}+4H^{+}\leftrightarrows{}MnO_{2}(s)+2H_{2}O"" src=""https://weber.instructure.com/equation_images/3e%5E%7B-%7D%2BMnO_%7B4%7D%5E%7B-%7D%2B4H%5E%7B%2B%7D%5Cleftrightarrows%7B%7DMnO_%7B2%7D%28s%29%2B2H_%7B2%7DO?scale=1.5"" alt=""LaTeX: 3e^{-}+MnO_{4}^{-}+4H^{+}\leftrightarrows{}MnO_{2}(s)+2H_{2}O"" data-equation-content=""3e^{-}+MnO_{4}^{-}+4H^{+}\leftrightarrows{}MnO_{2}(s)+2H_{2}O"" data-ignore-a11y-check=""""></mattext>",0.0207;2.07e-2;2.07E-2;.0207;0.021;2.1e-2;2.1E-2;.021;0.02071;2.071e-2;2.071E-2;.02071,short_answer
"Calculate the number of moles of SbH3 formed by flowing a current of 2.261 A into a solution for 12.9 minutes.<br><mattext texttype=""text/html""><img class=""equation_image"" title=""3e^{-}+Sb(s)+3H^{+}\leftrightarrows{}SbH_{3}(g)"" src=""https://weber.instructure.com/equation_images/3e%5E%7B-%7D%2BSb%28s%29%2B3H%5E%7B%2B%7D%5Cleftrightarrows%7B%7DSbH_%7B3%7D%28g%29?scale=1.5"" alt=""LaTeX: 3e^{-}+Sb(s)+3H^{+}\leftrightarrows{}SbH_{3}(g)"" data-equation-content=""3e^{-}+Sb(s)+3H^{+}\leftrightarrows{}SbH_{3}(g)"" data-ignore-a11y-check=""""></mattext>",0.00605;6.05e-3;6.05E-3;.00605;0.0060;6.0e-3;6.0E-3;.0060;0.006046;6.046e-3;6.046E-3;.006046,short_answer
"Calculate the number of moles of H3AsO3 formed by flowing a current of 0.10 A into a solution for 2.9 minutes.<br><mattext texttype=""text/html""><img class=""equation_image"" title=""2e^{-}+H_{3}AsO_{4}+2H^{+}\leftrightarrows{}H_{3}AsO_{3}+H_{2}O"" src=""https://weber.instructure.com/equation_images/2e%5E%7B-%7D%2BH_%7B3%7DAsO_%7B4%7D%2B2H%5E%7B%2B%7D%5Cleftrightarrows%7B%7DH_%7B3%7DAsO_%7B3%7D%2BH_%7B2%7DO?scale=1.5"" alt=""LaTeX: 2e^{-}+H_{3}AsO_{4}+2H^{+}\leftrightarrows{}H_{3}AsO_{3}+H_{2}O"" data-equation-content=""2e^{-}+H_{3}AsO_{4}+2H^{+}\leftrightarrows{}H_{3}AsO_{3}+H_{2}O"" data-ignore-a11y-check=""""></mattext>",0.000090;9.0e-5;9.0E-5;.000090;0.00009;9e-5;9E-5;.00009;0.0000902;9.02e-5;9.02E-5;.0000902,short_answer
"Calculate the number of moles of Br- formed by flowing a current of 4.59 A into a solution for 8.8 minutes.<br><mattext texttype=""text/html""><img class=""equation_image"" title=""2e^{-}+Br_{2}(l)\leftrightarrows{}2Br^{-}"" src=""https://weber.instructure.com/equation_images/2e%5E%7B-%7D%2BBr_%7B2%7D%28l%29%5Cleftrightarrows%7B%7D2Br%5E%7B-%7D?scale=1.5"" alt=""LaTeX: 2e^{-}+Br_{2}(l)\leftrightarrows{}2Br^{-}"" data-equation-content=""2e^{-}+Br_{2}(l)\leftrightarrows{}2Br^{-}"" data-ignore-a11y-check=""""></mattext>",0.025;2.5e-2;2.5E-2;.025;0.03;3e-2;3E-2;.03;0.0251;2.51e-2;2.51E-2;.0251,short_answer
"Calculate the number of moles of Fe++ formed by flowing a current of 1.900 A into a solution for 27.5 minutes.<br><mattext texttype=""text/html""><img class=""equation_image"" title=""e^{-}+FeOH^{2+}+H^{+}\leftrightarrows{}Fe^{2+}+H_{2}O"" src=""https://weber.instructure.com/equation_images/e%5E%7B-%7D%2BFeOH%5E%7B2%2B%7D%2BH%5E%7B%2B%7D%5Cleftrightarrows%7B%7DFe%5E%7B2%2B%7D%2BH_%7B2%7DO?scale=1.5"" alt=""LaTeX: e^{-}+FeOH^{2+}+H^{+}\leftrightarrows{}Fe^{2+}+H_{2}O"" data-equation-content=""e^{-}+FeOH^{2+}+H^{+}\leftrightarrows{}Fe^{2+}+H_{2}O"" data-ignore-a11y-check=""""></mattext>",0.0325;3.25e-2;3.25E-2;.0325;0.032;3.2e-2;3.2E-2;.032;0.03249;3.249e-2;3.249E-2;.03249,short_answer
"Calculate the number of moles of Al formed by flowing a current of 5.73 A into a solution for 12 minutes.<br><mattext texttype=""text/html""><img class=""equation_image"" title=""3e^{-}+Al^{3+}\leftrightarrows{}Al(s)"" src=""https://weber.instructure.com/equation_images/3e%5E%7B-%7D%2BAl%5E%7B3%2B%7D%5Cleftrightarrows%7B%7DAl%28s%29?scale=1.5"" alt=""LaTeX: 3e^{-}+Al^{3+}\leftrightarrows{}Al(s)"" data-equation-content=""3e^{-}+Al^{3+}\leftrightarrows{}Al(s)"" data-ignore-a11y-check=""""></mattext>",0.014;1.4e-2;1.4E-2;.014;0.01;1e-2;1E-2;.01;0.0143;1.43e-2;1.43E-2;.0143,short_answer
"Calculate the number of moles of Ba formed by flowing a current of 0.77 A into a solution for 18 minutes.<br><mattext texttype=""text/html""><img class=""equation_image"" title=""2e^{-}+Ba^{2+}\leftrightarrows{}Ba(s)"" src=""https://weber.instructure.com/equation_images/2e%5E%7B-%7D%2BBa%5E%7B2%2B%7D%5Cleftrightarrows%7B%7DBa%28s%29?scale=1.5"" alt=""LaTeX: 2e^{-}+Ba^{2+}\leftrightarrows{}Ba(s)"" data-equation-content=""2e^{-}+Ba^{2+}\leftrightarrows{}Ba(s)"" data-ignore-a11y-check=""""></mattext>",0.0043;4.3e-3;4.3E-3;.0043;0.004;4e-3;4E-3;.004;0.00431;4.31e-3;4.31E-3;.00431,short_answer
